id,name,ar,zh,fi,fr,de,it,ko,fa,es,ru,ja,la,tr,el,he,hi,en
NGC 4774,Kidney Bean Galaxy,‎مجرة لوبياء‎,腰豆星系,Kidney Beanin galaksi,Galaxie du Haricot,Kidney-Bohnen-Galaxie,Galassia fagiolo bianco,강낭콩 은하,کهکشان Kidney Bean,Galaxia de la Judía,Галактика Фасоль,キドニー・ビーン銀河,NA,Barbunya Fasulyesi Gökadası,Γαλαξίας του Νεφρίτη,NA,NA,NA
NGC 4826,Black Eye Galaxy,‎مجرة العين السوداء‎,黑眼星系,Mustasilmägalaksi,NA,Blaues Auge-Galaxie,NA,검은 눈 은하,NA,Galaxia Ojo Negro,Галактика Чёрный Глаз,黒眼銀河,NA,NA,NA,גלקסיית העין השחורה,NA,NA
NGC 4833,The Southern Butterfly,‎الفراشة الجنوبية‎,南天蝴蝶星团,NA,NA,Südlicher Schmetterling,NA,남쪽 나비,NA,Mariposa del Sur,Южная бабочка,NA,NA,NA,NA,NA,NA,NA
NGC 4889,Coma B,‎‎الذؤابة ب‎‎,后发座,NA,NA,NA,NGC 4889,머리털자리 B,برج گیسو B,NA,Волосы Вероники B,かみのけ座B,NA,NA,NA,NA,NA,NA
NGC 4898,Z Coma Coma,‎زي الذؤابة‎,后发座彗发星系,NA,NA,NA,Chioma Z Coma,Z 코마 코마,NA,NA,Кома Z Волос Вероники,NA,NA,NA,NA,NA,NA,NA
NGC 4945,The Tweezers Galaxy,‎مجرة الملقاط‎,镊子星系,NA,NA,Pinzetten-Galaxie,NA,핀셋 은하,NA,Galaxia de las Pinzas,Галактика Пинцет,NA,NA,NA,NA,NA,NA,NA
NGC 5033,Waterbug Galaxy,‎مجرة حشرة الماء‎,田鳖星系,NA,NA,Wasserkäfer-Galaxie,NA,수생곤충 은하,NA,Galaxia Bicho de Agua,Галактика Водяной клоп,NA,NA,NA,NA,NA,NA,NA
NGC 5044,NGC 5044 group,‎مجموعة إن جي سي 5044‎,5044星系群,NGC 5044 -ryhmä,Groupe NGC 5044,NGC 5044-Gruppe,NA,NGC 5044 은하단,NA,Grupo NGC 5044,Группа NGC 5044,NGC5044銀河群,NA,NA,NA,NA,NA,NA
NGC 5055,Sunflower Galaxy,‎مجرة عبّاد الشمس‎,向日葵星系,Auringonkukkagalaksi,Galaxie du Tournesol,Sonnenblumen-Galaxie,Galassia girasole,해바라기 은하,کهکشان گل آفتاب‌گردان,Galaxia del Girasol,Галактика Подсолнечник,ひまわり銀河,NA,Ayçiçeği Gökadası,Γαλαξίας Ηλιοτρόπιο,גלקסיית החמניה,NA,NA
NGC 5102,Iota's Ghost,‎شبح أيوتا‎,柱十一之魂,NA,Fantôme du Iota,Iotas Geist,Fantasma di Iota,이오타의 유령,NA,Fantasma de Iota,Призрак йоты,NA,NA,NA,NA,NA,NA,NA
NGC 5128,Centaurus A,‎‎قنطورس A‎‎,半人马座,NA,Centaurus A,NA,NA,센타우루스 알파,آ قنطروس,Centauro A,Центавр А,ケンタウルス座A,NA,Erboğa A,Κένταυρος Α,קנטאור A,NA,NA
NGC 5139,ω Cen Cluster,‎‎حشد أوميغا قنطورس‎‎,半人马座奥米茄星团,ω Centauri -joukko,Amas ω Cen,ω Cen Haufen,Ammasso ω Cen,센타우루스자리 오메가 성단,خوشه امگا قنطورس,Cluster ω Cen,Скопление ω Центавра,ω星団,NA,NA,NA,אומגה בקנטאור,NA,NA
NGC 5189,Spiral Planetary Nebula,‎السديم الحلزوني الكوكبي‎,螺旋行星状星云,NA,NA,Spiralförmiger planetarer Nebel,NA,나선형 행성상 성운,NA,Nebulosa Planetaria Espiral,Планетарная туманность Спираль,NA,NA,NA,NA,NA,NA,NA
NGC 5194,Whirlpool Galaxy,‎المجرة الدوّامة‎,涡状星系,Pyörregalaksi,Galaxie du Tourbillon,Whirlpool-Galaxie,Galassia vortice,소용돌이 은하,کهکشان گردابی,Galaxia del Remolino,Галактика Водоворот,子持ち銀河,NA,Girdap Gökadası,Γαλαξίας της Δίνης,גלקסיית המערבולת,NA,NA
NGC 5195,A Justifiable Replacement for M51,‎بديل مبرر لـ M51‎,51替代者,NA,NA,Ein gerechtfertigter Ersatz für M51,NA,M51의 정당한 교체품,NA,Un reemplazo justificable para M51,Обоснованная замена для M51,NA,NA,NA,NA,NA,NA,NA
NGC 5216,Keenan's System,‎‎نظام كينان‎‎,基南系统,Keenanin järjestelmä,Système de Keenan,Keenans System,Sistema di Keenan,키난의 시스템,سامانه کینان,Sistema de Keenan,Система Кинана,キーナンの系,NA,Keenan Sistemi,Σύστημα του Κίναν,NA,NA,NA
NGC 5218,Keenan's System,‎‎نظام كينان‎‎,基南系统,Keenanin järjestelmä,Système de Keenan,Keenans System,Sistema di Keenan,키난의 시스템,سامانه کینان,Sistema de Keenan,Система Кинана,キーナンの系,NA,Keenan Sistemi,Σύστημα του Κίναν,NA,NA,NA
NGC 5291,Seashell Galaxy,‎‎مجرة الصدفة‎‎,贝壳星系,Näkinkenkägalaksi,Galaxie du Coquillage,Seemuschel-Galaxie,Galassia Conchiglia,조개 은하,کهکشان صدفی,Galaxia de la Concha,Галактика Морская ракушка,貝殻銀河,NA,NA,NA,NA,NA,NA
IC 4321,Seashell Galaxy,‎‎مجرة الصدفة‎‎,贝壳星系,Näkinkenkägalaksi,Galaxie du Coquillage,Seemuschel-Galaxie,Galassia Conchiglia,조개 은하,کهکشان صدفی,Galaxia de la Concha,Галактика Морская ракушка,貝殻銀河,NA,NA,NA,NA,NA,NA
NGC 5353,NGC 5353 group,‎مجموعة إن جي سي 5353‎,5353星系群,NGC 5353 -ryhmä,Groupe NGC 5353,NGC 5353-Gruppe,NA,NGC 5353 은하단,NA,Grupo NGC 5353,Группа NGC 5353,NGC5353銀河群,NA,NA,NA,NA,NA,NA
NGC 5394,The Heron Galaxy,‎مجرة البلشون‎,苍鹭星系,NA,Galaxie de Héron,Heron-Galaxie,Galassia Erone,왜가리 은하,NA,Galaxia de la Garza,Галактика Цапля,NA,NA,NA,NA,NA,NA,NA
NGC 5395,The Heron Galaxy,‎مجرة البلشون‎,苍鹭星系,NA,Galaxie de Héron,Heron-Galaxie,Galassia Erone,왜가리 은하,NA,Galaxia de la Garza,Галактика Цапля,NA,NA,NA,NA,NA,NA,NA
NGC 5416,NGC 5416 group,‎مجموعة إن جي سي 5416‎,5416星系群,NGC 5416 -group,Groupe NGC 5416,NGC 5416-Gruppe,NA,NGC 5416 은하단,NA,Grupo NGC 5416,Группа NGC 5416,NGC5416銀河群,NA,NA,NA,NA,NA,NA
NGC 5457,Pinwheel Galaxy,‎مجرة بينويل‎,风车星系,Tuulimyllygalaksi,Galaxie du Moulinet,Pinwheel-Galaxie,Galassia girandola,바람개비 은하,کهکشان فرفره‌ای,Galaxia de Molinillo,Галактика Вертушка,回転花火銀河,NA,Fırıldak Gökadası,Γαλαξίας Ανεμόμυλος,גלקסיית גלגל הרוח,NA,NA
NGC 5466,Snowglobe Cluster,‎حشد الكرة الثلجية‎,雪球星团,NA,NA,Schneekugel-Haufen,NA,스노 글로브 성단,NA,Cúmulo Globo de Nieve,Скопление Снежный шар,NA,NA,NA,NA,NA,NA,NA
NGC 5617,Dracula Cluster,عنقود دراكولا,德古拉星团,NA,NA,Dracula-Haufen,NA,드라큘라 성단,NA,Cúmulo Drácula,Скопление Дракула,NA,NA,NA,NA,NA,NA,NA
NGC 5623,Dragon Nebula,‎‎سديم التنين‎‎,龙星云,Lohikäärmesumu,Nébuleuse du Dragon,Drachen-Nebel,Nebulosa Drago,용 성운,سحابی اژدها,Nebulosa del Dragón,Туманность Дракон,NA,NA,NA,NA,NA,NA,NA
NGC 5629,NGC 5629 group,‎مجموعة إن جي سي 5629‎,5629星系群,NGC 5629 -ryhmä,Groupe NGC 5629,NGC 5629-Gruppe,NA,NGC 5629 은하단,NA,Grupo NGC 5629,Группа NGC 5629,NGC5629銀河群,NA,NA,NA,NA,NA,NA
NGC 5662,Gypsy Moth Cluster,‎حشد فراشة الغجر‎,舞毒蛾星团,NA,NA,Schwammspinner-Haufen,NA,유럽매미나방 성단,NA,Cúmulo Polilla Gitana,Скопление Цыганская моль,NA,NA,NA,NA,NA,NA,NA
NGC 5746,Blade and Pearl Galaxy,‎مجرة الموس واللؤلؤة‎,刃珠星系,NA,Galaxie de la Lame et de la Perle,Klinge und Perle-Galaxie,Galassia Spada e Perla,칼과 진주 은하,NA,Galaxia Cuchilla y Perla,Туманность Лезвие и жемчуг,NA,NA,NA,NA,NA,NA,NA
NGC 5882,Ghost of Uranus,شبح أورانوس,天王星之魂星云,Uranuksen haamu,NA,Geist des Uranus,NA,우라노스의 유령,NA,Fantasma de Urano,Призрак Урана,NA,NA,NA,NA,NA,NA,NA
NGC 5892,Fath 703,‎‎فاذ 703‎‎,法思703,NA,NA,NA,NA,패덤 703,فاد 703,NA,Фатх 703,NA,NA,NA,NA,NA,NA,NA
NGC 5897,Ghost Globular Cluster,‎حشد الشبح الكروي‎,鬼魂球状星团,NA,Amas globulaire du Fantôme,Geist-Kugelsternhaufen,Ammasso Globulare Fantasma,유령 구상성단,NA,Cúmulo Fantasma Globular,Шаровое скопление Призрак,NA,NA,NA,NA,NA,NA,NA
NGC 5904,Rose Cluster,‎حشد الوردة‎,玫瑰星团,NA,Amas de la Rose,Rosenhaufen,Ammasso Rosa,장미 성단,NA,Cúmulo Rosa,Скопление Роза,NA,NA,NA,NA,NA,NA,NA
NGC 5906,Splinter Galaxy,‎مجرة الشظية‎,分裂星系,Sirpalegalaksi,Galaxie de l'Écharde,Splitter-Galaxie,Galassia Scheggia,조각 은하,کهکشان باريکه چوب,Galaxia de la astilla,Галактика Осколок,NA,NA,NA,NA,NA,NA,NA
NGC 6027,Seyfert's Sextet,‎‎سداسية سيفيرت‎‎,赛弗特六重星系,Seyfertin kuusikko,Sextuor de Seyfert,Seyferts Sextett,Sestetto di Seyfert,세이퍼트의 육중주,شش‌قلوی سیفرت,Sexteto Seyfert,Секстет Сейферта,セイファートの六つ子,NA,NA,NA,NA,NA,NA
NGC 6087,S Nor Cluster,‎حشد إس مسطرة النقاش‎,矩尺座星团,S Nor -joukko,Amas S Nor,S Nor-Haufen,Ammasso S Nor,직각자자리 S 성단,NA,Cúmulo S Nor,Скопление S Наугольника,NA,NA,NA,NA,NA,NA,NA
NGC 6121,Crab Globular Cluster,‎حشد السرطان الكروي‎,蟹状星团,NA,Amas globulaire du Crabe,Krebs-Kugelsternhaufen,Ammasso Globulare Granchio,게 구상성단,NA,Cúmulo Globular del Cangrejo,Шаровое скопление Краб,NA,NA,NA,NA,NA,NA,NA
NGC 6134,Little Pincushion,‎وسادة الدبابيس الصغيرة‎,小枕星团,NA,NA,Kleines Nadelkissen,NA,작은 바늘꽂이,NA,Pequeño Cojín de Alfiler,Булавочная подушечка,NA,NA,NA,NA,NA,NA,NA
NGC 6171,The Crucifix Cluster,‎حشد الصليب‎,十字架星团,NA,Amas du Crucifix,Kruzifix-Haufen,Ammasso Crocifisso,십자가상 성단,NA,Cúmulo del Crucifijo,Скопление Распятие,NA,NA,NA,NA,NA,NA,NA
NGC 6188,Rim Nebula,‎‎سديم الإطار‎‎,环星云,Vannesumu,Nébuleuse de l'arête,Randnebel,Nebulosa Orlo,테 성운,سحابی حاشیه دار,nebulosa Rim,Туманность Обод,NA,NA,NA,NA,NA,NA,NA
NGC 6169,μ Normae Cluster,‎‎حشد ميو مسطرة النقاش‎‎,矩尺座μ星团,μ Normae -joukko,Amas de μ Normae,μ Normae-Haufen,Ammasso μ Normae,직각가자리 뮤 성단,خوشه مو-گونیا,Cúmulo μ Normae,Скопление μ Наугольника,じょうぎ座μ星団,NA,NA,NA,NA,NA,NA
NGC 6205,Great Star Cluster in Hercules,‎حشد النجوم العظيم في هرقل‎,武仙座球状星团,Herkuleksen suuri pallomainen tähtijoukko,NA,Großer Sternhaufen im Herkules,NA,허큘레스자리 대성단,NA,Gran Cúmulo Estelar en Hércules,Большое звёздное скопление в Геркулесе,ヘルクレス座大球状星団,NA,NA,NA,צביר הרקולס,NA,NA
NGC 6210,Turtle Nebula,‎سديم السلحفاة‎,乌龟星云,Kilpikonnasumu,NA,Schildkröten-Nebel,NA,거북 성운,NA,Nebulosa de la Tortuga,Туманность Черепаха,NA,NA,NA,NA,NA,NA,NA
NGC 6218,Gumball Globular Cluster,حشد كرة العلك الكروي,口香糖球状星团,NA,NA,Gummiball-Kugelsternhaufen,Ammasso  Globulare Pallina di Gomma,NA,NA,Cúmulo Globular Gumball,Шаровое скопление Жвачка,NA,NA,NA,NA,NA,NA,NA
NGC 6229,Prize Comet Globular Cluster,‎حشد مذنب برايز الكروي‎,彗星奖球状星团,NA,NA,Siegerkomet-Kugelsternhaufen,NA,상 혜성 구상성단,NA,Cúmulo Globular Cometa Premiado,Шаровое скопление Призовая комета,NA,NA,NA,NA,NA,NA,NA
NGC 6231,False Comet Nebula,‎سديم المذنب المزيف‎,伪彗星星云,Valekomeettasumu,Nébuleuse de la Fausse comète,Scheinkomet-Nebel,Nebulosa Falsa Cometa,가짜 혜성 성단,NA,Nebulosa del Cometa Falso,Туманность Ложная комета,NA,NA,NA,NA,NA,NA,NA
NGC 6266,Flickering Globular Cluster,‎الحشد الكروي المومض‎,闪球星团,NA,Amas globulaire vacillant,Flimmernder Kugelsternhaufen,Ammasso Globulare Tremolante,깜빡이는 구상성단,NA,Cúmulo Globular del Parpadeo,Мигающее шаровое скопление,NA,NA,NA,NA,NA,NA,NA
NGC 6281,Moth Wing Cluster,‎حشد جناح الفراشة‎,蛾翼星团,NA,Amas de l'Aile de papillon,Mottenflügel-Haufen,Ammasso delle Falene,모스윙나방 성단,NA,Cúmulo Ala de Polilla,Скопление Крыло моли,NA,NA,NA,NA,NA,NA,NA
NGC 6302,Bug Nebula,‎سديم البقِّة‎,小虫星云,Ludesumu,Nébuleuse de l'Insecte,Wanzen-Nebel,Nebulosa insetto,벌레 성운,سحابی حشره,Nebulosa del Insecto,Туманность Жук,バグ星雲,NA,Böcek Bulutsusu,Νεφέλωμα Έντομο,NA,NA,NA
NGC 6309,Box Nebula,‎سديم بوكس‎,方盒星云,Box-sumu,Nébuleuse de la Boîte,Boxen-Nebel,Nebulosa scatola,상자 성운,سحابی جعبه‌ای,Nebulosa de la Caja,Туманность Коробки,ボックス星雲,NA,Box Bulutsusu,Νεφέλωμα Κουτί,NA,NA,NA
NGC 6334,Cat's Paw Nebula,‎‎سديم مخلب القط‎‎,猫掌星云,Kissankäpäläsumu,Nébuleuse de la Patte de chat,Katzenpfoten-Nebel,Nebulosa Zampa di Gatto,고양이 발 성운,سحابی پنجه گربه,Nebulosa Pata de  Gato,Туманность Кошачья лапа,NA,NA,NA,NA,ערפילית טלף החתול,NA,NA
NGC 6337,Cheerio Nebula,‎‎سديم الطارة‎‎,麦圈星云,Cheeriosumu,Nébuleuse Cheerio,Cheerio-Nebel,Nebulosa Ciao,건배 성운,سحابی خداحافظ,Nebulosa Cheerio,Туманность Салют,NA,NA,NA,NA,NA,NA,NA
NGC 6357,Lobster Nebula,‎‎سديم سرطان البحر‎‎,龙虾星云,Hummerisumu,Nébuleuse du Homard,Hummer-Nebel,Nebulosa Aragosta,바닷가재 성운,سحابی خرچنگ دریایی,Nebulosa de la Langosta,Туманность Омар,ロブスター星雲,NA,NA,NA,NA,NA,NA
NGC 6369,Little Ghost Nebula,‎‎سديم الشبح الصغير‎‎,小鬼魂星云,Pieni aavesumu,Nébuleuse du Petit fantôme,Kleiner Geistnebel,Nebulosa Piccolo Fantasma,작은 유령 성운,سحابی شبح کوچک,Nebulosa Pequeño Fantasma,Туманность Малый призрак,NA,NA,NA,NA,NA,NA,NA
NGC 6380,Tonantzintla 1,‎تونانتزينتلا 1‎,托南钦特拉1球状星团,NA,NA,NA,NA,토넌틴트라 1,NA,NA,Тонантзинтла 1,NA,NA,NA,NA,NA,NA,NA
NGC 6400,Phantom Cluster,‎حشد الشبح‎,幻影星团,NA,Amas du Fantôme,Phantom-Haufen,Ammasso Fantasma,유령 성단,NA,Cúmulo Fantasma,Скопление Фантом,NA,NA,NA,NA,NA,NA,NA
NGC 6441,Silver Nugget Cluster,‎حشد البيضة الفضية‎,银块星团,NA,Amas de la Pépite d'argent,Silbernugget-Haufen,Ammasso Pepita d'Argento,은덩이 성단,NA,Cúmulo Pepita Plateada,Скопление Серебряный самородок,NA,NA,NA,NA,NA,NA,NA
NGC 6445,Little Gem Nebula,‎‎سديم الجوهرة الصغيرة‎‎,小宝石星云,Pieni jalokivisumu,Nébuleuse de la Petite pierre précieuse,Kleiner Edelstein-Nebel,Nebulosa Piccolo Gioiello,작은 보석 성단,سحابی گوهر کوچک,Nebulosa Pequeña Gema,Туманность Малая жемчужина,NA,NA,NA,NA,NA,NA,NA
NGC 6818,Little Gem Nebula,‎‎سديم الجوهرة الصغيرة‎‎,小宝石星云,Pieni jalokivisumu,Nébuleuse de la Petite pierre précieuse,Kleiner Edelstein-Nebel,Nebulosa Piccolo Gioiello,작은 보석 성단,سحابی گوهر کوچک,Nebulosa Pequeña Gema,Туманность Малая жемчужина,NA,NA,NA,NA,NA,NA,NA
NGC 6451,Tom Thumb Cluster,‎حشد إصبع توم‎,汤姆拇指星团,Tom Thumb -joukko,Amas Tom Pouce,Däumlings-Haufen,Ammasso Pollicino,톰 텀브 성단,خوشه آدم کوتوله,Cúmulo Tom Thumb,Скопление Пальчик,NA,NA,NA,NA,NA,NA,NA
NGC 6475,Ptolemy's Cluster,‎عنقود بتوليمي‎,托勒密星团,Ptolemaioksen tähtijoukko,Amas de Ptolémée,Ptolemäus-Haufen,Ammasso di Tolomeo,프톨레미 성단,خوشۀ بطلیموس,Cúmulo de Ptolomeo,Скопление Птолемея,トレミー星団,NA,Ptolemy Kümesi,Σμήνος του Πτολεμαίου,צביר תלמי,NA,NA
NGC 6503,Lost in Space Galaxy,‎المجرة الضائعة في الفضاء‎,太空迷航星系,NA,Galaxie Perdue dans l'espace,Verloren-im-Raum-Galaxie,Galassia Persi nello Spazio,로스트 인 스페이스 은하,NA,Galaxia Perdida en el Espacio,Затерянная в космосе галактика,NA,NA,NA,NA,NA,NA,NA
NGC 6514,Trifid Nebula,‎سديم تريفيد‎,三裂星云,Trifidsumu,Nébuleuse de Trifid,Trifid-Nebel,Nebulosa trifida,삼렬 성운,سحابی سه جزئی,Nebulosa Trífida,Трёхраздельная туманность,三裂星雲,NA,Üç Boğumlu Bulutsu,Τρισχιδές Νεφέλωμα,ערפילית הטריפיד,NA,NA
NGC 6520,Dead Man's Chest Cluster,‎حشد صدر الرجل الميت‎,亡灵宝藏星团,NA,Amas de la Poitrine du mort,Brust des Toten Mannes-Haufen,Ammasso della Scatola dell'Uomo Morto,죽은 사람의 상자 성단,NA,Cúmulo el Cofre del Hombre Muerto,Скопление Сундук мертвеца,NA,NA,NA,NA,NA,NA,NA
NGC 6522,Baade's Window,نافذة باد,巴德窗,NA,NA,Baade-Fenster,Finestra di Baade,바데의 창,NA,Ventana de Baade,Окно Бааде,NA,NA,NA,NA,NA,NA,NA
NGC 6523,Lagoon Nebula,‎كجرة لاجون‎,礁湖星云,Laguunisumu,Nébuleuse du Lagon,Lagunen-Nebel,Nebulosa Laguna,석호 석운,سحابی مرداب,Nebulosa del Lago,Туманность Лагуна,干潟星雲,Laguna Nebula,Deniz Kulağı Bulutsusu,Νεφέλωμα Λίμνης,ערפילית הלגונה,NA,NA
M 8,Lagoon Nebula,‎كجرة لاجون‎,礁湖星云,Laguunisumu,Nébuleuse du Lagon,Lagunen-Nebel,Nebulosa Laguna,석호 석운,سحابی مرداب,Nebulosa del Lago,Туманность Лагуна,干潟星雲,Laguna Nebula,Deniz Kulağı Bulutsusu,Νεφέλωμα Λίμνης,NA,NA,NA
NGC 6530,Herschel 36,‎هرشل 36‎,赫歇尔36,NA,NA,NA,NA,허셜 36,هرشل 36,NA,Гершель 36,ハーシェル36,NA,NA,NA,NA,NA,NA
NGC 6531,Webb's Cross,‎صليب ويب‎,韦伯的十字架,NA,Croix de Webb,Webbs Kreuz,Croce di Webb,웹의 십자가,NA,Cruz de Webb,Крест Вебба,NA,NA,NA,NA,NA,NA,NA
NGC 6537,Red spider Nebula,‎‎سديم العنكبوت الأحمر‎‎,红蜘蛛星云,Punainen hämähäkkisumu,Nébuleuse de l'Araignée rouge,Rote-Spinnen-Nebel,Nebulosa Ragno Rosso,붉은 거미 성운,سحابی عنکبوت قرمز,Nebulosa de la Araña Roja,Туманность Красный паук,NA,NA,NA,NA,NA,NA,NA
NGC 6541,Cacciatore Cluster,‎حشد الصياد‎,砂锅星团,NA,NA,Cacciatore-Haufen,NA,카시아토레 성단,NA,Cúmulo Cacciatore,Скопление Охотник,NA,NA,NA,NA,NA,NA,NA
NGC 6543,Cat's Eye Nebula,‎‎سديم عين القط‎‎,猫眼星云,Kissansilmäsumu,Nébuleuse de l'Oeil de chat,Katzenaugen-Nebel,Nebulosa Occhio di Gatto,고양이 눈 성운,سحابی چشم گربه,Nebulosa Ojo de Gato,Туманность Кошачий глаз,キャッツアイ星雲,NA,NA,NA,ערפילית עין החתול,NA,NA
